timeList,torsoBackBottomX,torsoBackBottomY,torsoBackBottomZ,torsoBackLeftX,torsoBackLeftY,torsoBackLeftZ,torsoBackRightX,torsoBackRightY,torsoBackRightZ,torsoFrontLeftX,torsoFrontLeftY,torsoFrontLeftZ,torsoFrontRightX,torsoFrontRightY,torsoFrontRightZ,lFootHeelX,lFootHeelY,lFootHeelZ,lFootMidX,lFootMidY,lFootMidZ,lFootToeX,lFootToeY,lFootToeZ,lFootAnkleX,lFootAnkleY,lFootAnkleZ,rFootHeelX,rFootHeelY,rFootHeelZ,rFootMidX,rFootMidY,rFootMidZ,rFootToeX,rFootToeY,rFootToeZ,rFootAnkleX,rFootAnkleY,rFootAnkleZ
25.45,0.0474505,0.299371,0.990411,-0.0619743,0.318295,1.06405,0.0286966,0.316346,1.06707,-0.120631,0.534697,1.03986,0.10578,0.514495,1.03198,-0.0697767,0.459618,0.0744556,-0.160566,0.615642,0.0436174,-0.124713,0.730204,0.0687631,-0.130726,0.509928,0.10184,0.045227,0.091751,0.307376,0.161186,0.11201,0.156258,0.139702,0.180382,0.0695823,0.102449,0.133595,0.287428
25.46,0.0453151,0.298844,0.99283,-0.0640958,0.318338,1.06649,0.0266111,0.315892,1.06946,-0.121596,0.535054,1.04204,0.10469,0.513648,1.03413,-0.069489,0.447205,0.0745026,-0.16036,0.603484,0.0437062,-0.12435,0.718045,0.0685307,-0.130165,0.4978,0.102095,0.040054,0.103223,0.313168,0.157671,0.121214,0.162997,0.139304,0.190167,0.0760591,0.0985854,0.143977,0.29389
25.47,0.0433596,0.298154,0.995463,-0.0665,0.319126,1.06886,0.0245857,0.315558,1.07195,-0.12233,0.535256,1.04448,0.103785,0.512633,1.03658,-0.0695903,0.435179,0.0746318,-0.160274,0.591178,0.0436462,-0.124029,0.705799,0.0681912,-0.12965,0.485829,0.102301,0.0355114,0.114738,0.316885,0.154378,0.133007,0.167754,0.137808,0.203392,0.0814881,0.0947747,0.155195,0.298597
25.48,0.0415739,0.297666,0.998212,-0.0683995,0.319184,1.07131,0.0226527,0.315159,1.07447,-0.12315,0.535461,1.04709,0.102976,0.511604,1.03929,-0.069333,0.422656,0.0747814,-0.160207,0.579173,0.0438098,-0.123762,0.693762,0.0679482,-0.129425,0.473903,0.10252,0.0316727,0.126373,0.318613,0.150922,0.147274,0.170154,0.135078,0.219548,0.0853432,0.091126,0.167272,0.301359
25.49,0.0399699,0.2967,1.00079,-0.0698173,0.318586,1.07382,0.0208288,0.31463,1.07697,-0.123882,0.53552,1.04976,0.102244,0.510497,1.0421,-0.0694705,0.410763,0.0747853,-0.160101,0.566989,0.043812,-0.123526,0.681555,0.0676847,-0.128858,0.461738,0.103017,0.0286835,0.138352,0.318657,0.147538,0.163592,0.170476,0.131152,0.237822,0.0874478,0.0878742,0.180015,0.302298
25.5,0.0384508,0.295884,1.00339,-0.0712884,0.318168,1.07628,0.0190842,0.313906,1.07942,-0.124497,0.535516,1.05231,0.101621,0.509277,1.04482,-0.0689038,0.398435,0.0750559,-0.160078,0.554821,0.0438511,-0.123358,0.669454,0.0674891,-0.129319,0.450254,0.102685,0.0263846,0.150717,0.316897,0.143856,0.181327,0.168557,0.126462,0.257878,0.0879653,0.0851471,0.193409,0.30144
25.51,0.0369208,0.295003,1.00567,-0.0729772,0.318063,1.07851,0.0174384,0.313109,1.08177,-0.124997,0.535502,1.05471,0.101024,0.507897,1.04744,-0.0687549,0.386326,0.0749984,-0.160088,0.5425,0.043859,-0.123222,0.65733,0.0673264,-0.129067,0.438052,0.103574,0.0248748,0.16353,0.313382,0.140282,0.200097,0.164736,0.12149,0.279394,0.0871799,0.0828017,0.207339,0.298746
25.52,0.0354596,0.29419,1.00769,-0.0750262,0.318632,1.08042,0.0157031,0.312249,1.08394,-0.125501,0.535445,1.05679,0.10043,0.506417,1.04992,-0.0683634,0.373761,0.0751476,-0.159929,0.530335,0.0439252,-0.123078,0.645123,0.0670987,-0.129021,0.425433,0.103583,0.0235368,0.177228,0.307826,0.136522,0.219826,0.159134,0.116682,0.302233,0.0852484,0.0808915,0.221747,0.294561
25.53,0.034141,0.293192,1.00962,-0.0760702,0.317463,1.0824,0.014158,0.311295,1.08591,-0.125862,0.535213,1.05848,0.100027,0.504828,1.05218,-0.0681739,0.361594,0.0752723,-0.159788,0.518247,0.0440004,-0.12288,0.633076,0.0669289,-0.12808,0.413298,0.103767,0.0227991,0.191422,0.300914,0.133051,0.240576,0.152309,0.112301,0.32641,0.0826484,0.0792335,0.236833,0.288845
25.54,0.0328904,0.292322,1.01108,-0.0775281,0.317096,1.084,0.0125759,0.310456,1.08756,-0.12611,0.534969,1.05982,0.099505,0.503249,1.05423,-0.0681799,0.34964,0.0753458,-0.160006,0.506012,0.0440868,-0.122653,0.621012,0.0667304,-0.124842,0.400736,0.102191,0.0217783,0.206206,0.292172,0.12986,0.262508,0.14448,0.108426,0.351731,0.0795934,0.0776184,0.252345,0.281898
25.55,0.0314986,0.291711,1.01237,-0.0789118,0.316788,1.08532,0.011136,0.309531,1.08903,-0.126433,0.53465,1.06075,0.0989746,0.501752,1.05583,-0.068165,0.337721,0.0754433,-0.159783,0.49398,0.0441818,-0.122493,0.608965,0.0664512,-0.123227,0.388163,0.101668,0.020742,0.22174,0.281881,0.127007,0.285713,0.136136,0.105313,0.378423,0.0765942,0.0760866,0.268618,0.273777
25.56,0.0301912,0.29122,1.0133,-0.0800836,0.316218,1.08643,0.00983917,0.308647,1.09018,-0.126739,0.534263,1.0614,0.0985621,0.50023,1.05717,-0.0672738,0.323826,0.0756606,-0.159549,0.481957,0.0442992,-0.122235,0.596944,0.066162,-0.122406,0.376402,0.101745,0.0196259,0.238309,0.270102,0.124865,0.31004,0.127412,0.102976,0.405865,0.0735136,0.0746562,0.285643,0.264592
25.57,0.0291594,0.290172,1.01418,-0.0817006,0.316525,1.08721,0.00859716,0.307707,1.09108,-0.127125,0.533822,1.06173,0.0980867,0.49879,1.05819,-0.0673427,0.312359,0.0759505,-0.159227,0.469834,0.0443286,-0.122024,0.584915,0.0659381,-0.121991,0.364571,0.101945,0.0186931,0.255623,0.257242,0.12331,0.335438,0.118566,0.10142,0.43436,0.0706896,0.0734723,0.303489,0.254547
25.58,0.0282393,0.289122,1.01474,-0.0824254,0.315344,1.08779,0.00741763,0.306778,1.09162,-0.127346,0.533382,1.06172,0.0976158,0.497292,1.05878,-0.0668278,0.299711,0.0761421,-0.159294,0.457568,0.0443927,-0.122102,0.572381,0.0655308,-0.125426,0.354881,0.104857,0.0179409,0.273881,0.243512,0.122212,0.361737,0.109559,0.100793,0.463568,0.0681794,0.0726235,0.321923,0.243906
25.59,0.0273288,0.28802,1.01503,-0.083146,0.314078,1.08813,0.00636579,0.305825,1.09187,-0.127546,0.533029,1.0614,0.0971955,0.495931,1.05905,-0.0667684,0.287676,0.076182,-0.159489,0.44542,0.0444413,-0.121931,0.560323,0.0652798,-0.125194,0.343827,0.105349,0.0175707,0.293638,0.229083,0.121758,0.388931,0.100761,0.100821,0.493157,0.0658742,0.0718812,0.341175,0.232549
25.6,0.0263997,0.287059,1.01502,-0.08417,0.313927,1.08804,0.00537638,0.304845,1.09181,-0.127303,0.53299,1.06081,0.0967597,0.494592,1.05896,-0.066573,0.275449,0.0762024,-0.159337,0.433336,0.0444727,-0.121836,0.548419,0.065079,-0.124961,0.331156,0.10536,0.016958,0.314064,0.213891,0.121897,0.416848,0.0922719,0.10163,0.523175,0.0639618,0.0717877,0.36121,0.220946
