timeList,torsoBackBottomX,torsoBackBottomY,torsoBackBottomZ,torsoBackLeftX,torsoBackLeftY,torsoBackLeftZ,torsoBackRightX,torsoBackRightY,torsoBackRightZ,torsoFrontLeftX,torsoFrontLeftY,torsoFrontLeftZ,torsoFrontRightX,torsoFrontRightY,torsoFrontRightZ,lFootHeelX,lFootHeelY,lFootHeelZ,lFootMidX,lFootMidY,lFootMidZ,lFootToeX,lFootToeY,lFootToeZ,lFootAnkleX,lFootAnkleY,lFootAnkleZ,rFootHeelX,rFootHeelY,rFootHeelZ,rFootMidX,rFootMidY,rFootMidZ,rFootToeX,rFootToeY,rFootToeZ,rFootAnkleX,rFootAnkleY,rFootAnkleZ
33.51,-0.0359873,0.205944,0.953563,-0.10965,0.220103,0.97956,0.0429917,0.221122,0.984614,-0.171815,0.482644,0.971965,0.0606035,0.536317,0.958402,-0.166628,0.582014,0.0735652,-0.239425,0.716445,0.0941073,-0.214351,0.803636,0.149735,-0.21485,0.621054,0.114027,0.0370641,0.0443454,0.103851,0.114305,0.164893,0.0498416,0.0698784,0.278287,0.0601326,0.083265,0.101274,0.115768
33.52,-0.0383772,0.206828,0.951523,-0.112045,0.221138,0.97745,0.0407979,0.221831,0.982468,-0.173564,0.483871,0.969563,0.0594469,0.536929,0.956248,-0.164528,0.583917,0.0708564,-0.238318,0.717534,0.0918512,-0.215151,0.803862,0.149705,-0.213427,0.621885,0.111299,0.0369234,0.033542,0.106284,0.114141,0.15305,0.0503132,0.0700606,0.266058,0.0599189,0.0830173,0.0905703,0.117662
33.53,-0.0408571,0.207866,0.949487,-0.114358,0.222386,0.975408,0.0384657,0.222859,0.980213,-0.175431,0.485249,0.967299,0.0581878,0.537687,0.954168,-0.162373,0.580882,0.0675006,-0.236872,0.714386,0.0867487,-0.215135,0.800424,0.145703,-0.212134,0.618584,0.107433,0.0368996,0.0228578,0.10905,0.114058,0.141442,0.0509172,0.0699083,0.254018,0.0598129,0.0828459,0.0803803,0.119895
33.54,-0.0433287,0.209376,0.947471,-0.116861,0.223969,0.973392,0.0360594,0.224079,0.978041,-0.177301,0.486558,0.965247,0.0567593,0.538595,0.952284,-0.16162,0.572638,0.0679167,-0.234861,0.707476,0.0807001,-0.212829,0.794184,0.137242,-0.210834,0.611547,0.104267,0.0371427,0.0129313,0.112632,0.114023,0.130052,0.051564,0.0700018,0.241646,0.05956,0.0828118,0.0704137,0.12256
33.55,-0.0457007,0.211025,0.945606,-0.119176,0.225503,0.971626,0.0336861,0.225579,0.975953,-0.179341,0.48788,0.963511,0.0550522,0.539806,0.950513,-0.16052,0.563601,0.0676221,-0.233232,0.699189,0.0737934,-0.209604,0.78845,0.125245,-0.209456,0.602596,0.0994698,0.0373644,0.00321201,0.116783,0.113998,0.118821,0.0523719,0.0700285,0.229344,0.0595152,0.0829473,0.0607055,0.125855
33.56,-0.0481166,0.212823,0.943825,-0.121587,0.227245,0.969948,0.0312503,0.227517,0.973983,-0.18157,0.489762,0.962071,0.0530928,0.541116,0.948835,-0.159851,0.555625,0.0681161,-0.231145,0.691353,0.0668672,-0.20748,0.78236,0.115291,-0.208505,0.594902,0.0957384,0.037618,-0.00575422,0.121687,0.114161,0.107763,0.0535267,0.0700719,0.217075,0.0593179,0.0831167,0.0517873,0.12945
33.57,-0.0505929,0.214702,0.942155,-0.12408,0.229074,0.968409,0.028944,0.229194,0.972241,-0.183877,0.491445,0.960961,0.0509537,0.542743,0.947361,-0.159256,0.548662,0.0698989,-0.229318,0.684022,0.0609102,-0.205583,0.777343,0.104968,-0.208067,0.589359,0.0936295,0.0380987,-0.0140725,0.127598,0.114294,0.0970498,0.0547169,0.0701964,0.204609,0.0591948,0.0835303,0.0434031,0.133655
33.58,-0.0531507,0.2166,0.940717,-0.126636,0.231026,0.967057,0.0265353,0.230918,0.970539,-0.186233,0.493572,0.960238,0.0486208,0.544573,0.946101,-0.159816,0.541328,0.0719718,-0.229237,0.6766,0.0551897,-0.205265,0.773366,0.0924367,-0.208609,0.584028,0.0924742,0.038646,-0.0214758,0.134411,0.114512,0.0865293,0.0562663,0.0701554,0.192357,0.0592759,0.0841621,0.0356804,0.138507
33.59,-0.0557744,0.218498,0.939381,-0.129341,0.232983,0.966073,0.0240247,0.232678,0.968928,-0.188696,0.495915,0.959924,0.0461497,0.546501,0.945237,-0.160657,0.532897,0.0734952,-0.22603,0.66554,0.049103,-0.203786,0.768919,0.0824251,-0.209028,0.577304,0.0917186,0.0395638,-0.0277838,0.142151,0.114867,0.0763304,0.0580003,0.0698079,0.179743,0.0589752,0.0851028,0.0289378,0.144064
33.6,-0.0585503,0.220318,0.938172,-0.132103,0.23472,0.965425,0.0217089,0.234122,0.967481,-0.191312,0.498377,0.960178,0.043498,0.548533,0.944844,-0.161306,0.523282,0.0745101,-0.230092,0.65793,0.0508158,-0.202199,0.760716,0.0767513,-0.209199,0.569262,0.091583,0.0408903,-0.0336188,0.151881,0.115346,0.0666328,0.0598903,0.0698663,0.167362,0.058964,0.0862474,0.0237478,0.15002
