timeList,torsoBackBottomX,torsoBackBottomY,torsoBackBottomZ,torsoBackLeftX,torsoBackLeftY,torsoBackLeftZ,torsoBackRightX,torsoBackRightY,torsoBackRightZ,torsoFrontLeftX,torsoFrontLeftY,torsoFrontLeftZ,torsoFrontRightX,torsoFrontRightY,torsoFrontRightZ,lFootHeelX,lFootHeelY,lFootHeelZ,lFootMidX,lFootMidY,lFootMidZ,lFootToeX,lFootToeY,lFootToeZ,lFootAnkleX,lFootAnkleY,lFootAnkleZ,rFootHeelX,rFootHeelY,rFootHeelZ,rFootMidX,rFootMidY,rFootMidZ,rFootToeX,rFootToeY,rFootToeZ,rFootAnkleX,rFootAnkleY,rFootAnkleZ
22.61,-0.012542,0.167886,0.949537,-0.0830591,0.188797,0.980631,0.0701671,0.172357,0.966856,-0.129788,0.455401,0.977161,0.102067,0.488589,0.95353,-0.0647482,0.359876,0.0793144,-0.137989,0.48915,0.0486042,-0.111016,0.599572,0.0644584,-0.114522,0.40966,0.09372,0.0955586,-0.0265808,0.260674,0.16793,-0.0314219,0.122762,0.138546,0.0408536,0.0384125,0.1481,-0.00178568,0.222102
22.62,-0.0150794,0.167935,0.950856,-0.0853021,0.189222,0.982494,0.0677165,0.171616,0.967801,-0.130193,0.455877,0.979465,0.101542,0.487201,0.955108,-0.0646445,0.347732,0.0795309,-0.137919,0.47689,0.0486636,-0.111058,0.587652,0.0641591,-0.114784,0.397752,0.0938523,0.094596,-0.0112832,0.269095,0.167739,-0.0247263,0.132394,0.140524,0.0420686,0.0378273,0.147742,0.00928325,0.229764
22.63,-0.0177135,0.167648,0.952641,-0.0877022,0.189432,0.98458,0.0651526,0.170583,0.969345,-0.130507,0.456246,0.981334,0.101623,0.486015,0.956677,-0.0646169,0.335614,0.079796,-0.137986,0.464781,0.048825,-0.111063,0.575395,0.0641307,-0.114548,0.38614,0.0942111,0.0930062,0.000779667,0.275666,0.167391,-0.0155225,0.140458,0.141112,0.050314,0.0464974,0.146886,0.0200645,0.236938
22.64,-0.0202709,0.166944,0.95489,-0.0900859,0.189312,0.986936,0.0625823,0.169729,0.971459,-0.130768,0.456318,0.982829,0.101648,0.484594,0.957818,-0.0645897,0.323445,0.0801231,-0.137825,0.452476,0.0489445,-0.110854,0.563476,0.0636409,-0.114326,0.374183,0.0944868,0.0914329,0.00950269,0.281703,0.167066,-0.00234579,0.146295,0.141505,0.065805,0.0530682,0.145487,0.0308807,0.243188
22.65,-0.0225834,0.166587,0.957395,-0.0923032,0.189028,0.989526,0.0602231,0.169157,0.973979,-0.130898,0.456207,0.983776,0.101931,0.483264,0.958914,-0.0642219,0.31123,0.0804415,-0.137598,0.440411,0.0492524,-0.110625,0.551435,0.06342,-0.114045,0.362805,0.0950459,0.0896054,0.0185541,0.285586,0.16675,0.013101,0.150661,0.140554,0.084063,0.0598847,0.143317,0.0427699,0.248467
22.66,-0.0244556,0.166076,0.960121,-0.0941701,0.188576,0.992143,0.0582515,0.168563,0.976741,-0.131051,0.455628,0.984471,0.10197,0.481989,0.959852,-0.0637475,0.299137,0.080772,-0.137345,0.428238,0.0496351,-0.110371,0.539379,0.0631878,-0.113912,0.351157,0.0956076,0.0878646,0.0292588,0.287852,0.166195,0.0300031,0.153464,0.139391,0.103772,0.0651644,0.141376,0.0560082,0.252021
22.67,-0.0259252,0.165337,0.962849,-0.0957542,0.188021,0.99471,0.0565916,0.168036,0.979551,-0.131374,0.454864,0.985178,0.101627,0.480497,0.961182,-0.0633477,0.287209,0.0814013,-0.136938,0.416151,0.0501244,-0.110058,0.527348,0.0629213,-0.113312,0.339736,0.0962875,0.0862488,0.0413235,0.288537,0.165305,0.0471249,0.154793,0.138177,0.123551,0.0685846,0.139726,0.0696267,0.253912
22.68,-0.0271322,0.164461,0.965464,-0.0971257,0.187385,0.997132,0.0552496,0.167402,0.982351,-0.131812,0.454049,0.985901,0.101172,0.479379,0.962974,-0.0627313,0.275214,0.0819682,-0.136368,0.404168,0.050634,-0.109697,0.515431,0.0626369,-0.112795,0.328182,0.0970174,0.0846786,0.0543127,0.287789,0.164235,0.0639991,0.154624,0.13753,0.143148,0.0705366,0.138244,0.0837215,0.254134
22.69,-0.0281388,0.163536,0.967942,-0.0981817,0.186643,0.999343,0.0540889,0.166646,0.985035,-0.132502,0.452866,0.986862,0.100729,0.478405,0.965126,-0.0619824,0.263324,0.082532,-0.135782,0.392078,0.0511709,-0.109277,0.503529,0.062444,-0.111905,0.316785,0.0977903,0.0829676,0.0680712,0.285504,0.162786,0.0814032,0.152526,0.137319,0.163184,0.0712469,0.136785,0.0981936,0.252798
22.7,-0.0289468,0.162446,0.970121,-0.0990628,0.185876,1.0012,0.0531307,0.165772,0.987467,-0.133199,0.451662,0.987862,0.100261,0.47776,0.967588,-0.0610798,0.251413,0.0830529,-0.135088,0.380022,0.051734,-0.108784,0.491536,0.0622391,-0.110986,0.305459,0.0984691,0.0813028,0.0824427,0.281751,0.161615,0.0991517,0.149732,0.137081,0.184231,0.0709398,0.135434,0.113244,0.250241
