timeList,torsoBackBottomX,torsoBackBottomY,torsoBackBottomZ,torsoBackLeftX,torsoBackLeftY,torsoBackLeftZ,torsoBackRightX,torsoBackRightY,torsoBackRightZ,torsoFrontLeftX,torsoFrontLeftY,torsoFrontLeftZ,torsoFrontRightX,torsoFrontRightY,torsoFrontRightZ,lFootHeelX,lFootHeelY,lFootHeelZ,lFootMidX,lFootMidY,lFootMidZ,lFootToeX,lFootToeY,lFootToeZ,lFootAnkleX,lFootAnkleY,lFootAnkleZ,rFootHeelX,rFootHeelY,rFootHeelZ,rFootMidX,rFootMidY,rFootMidZ,rFootToeX,rFootToeY,rFootToeZ,rFootAnkleX,rFootAnkleY,rFootAnkleZ
29.02,0.0890842,0.259045,1.04251,-0.0211736,0.258958,1.10411,0.110472,0.271137,1.11226,-0.0312085,0.472672,1.02086,0.20008,0.440946,1.02586,-0.0818337,0.624544,0.0713465,-0.165836,0.771335,0.100887,-0.117986,0.851194,0.156178,-0.130722,0.660531,0.115366,0.1101,0.103002,0.0768741,0.169888,0.242074,0.0707238,0.151401,0.365265,0.0573273,0.1552,0.16377,0.0990011
29.03,0.0878006,0.25975,1.03988,-0.022522,0.259438,1.10147,0.10918,0.271837,1.10955,-0.0323721,0.473256,1.0181,0.19885,0.44182,1.02328,-0.080763,0.629535,0.0695648,-0.164048,0.777519,0.102649,-0.115187,0.856357,0.159434,-0.129655,0.665781,0.114404,0.110083,0.0914264,0.077662,0.169901,0.230196,0.0706135,0.151843,0.353596,0.056789,0.155166,0.15266,0.0997135
29.04,0.0864224,0.260646,1.0373,-0.0238936,0.259714,1.09895,0.107782,0.272763,1.10687,-0.0338475,0.473579,1.01547,0.197407,0.442938,1.02081,-0.0792272,0.631433,0.066534,-0.161396,0.778507,0.10049,-0.11311,0.857532,0.159325,-0.127438,0.666765,0.11176,0.110244,0.0797548,0.0787304,0.170075,0.218601,0.0705249,0.15205,0.34194,0.0561328,0.155317,0.141626,0.100641
29.05,0.0849807,0.261843,1.03464,-0.0252248,0.26028,1.09668,0.106384,0.273912,1.10426,-0.0356384,0.474377,1.01337,0.195841,0.444269,1.01841,-0.0752784,0.62821,0.0630227,-0.158465,0.775539,0.0953999,-0.111885,0.854987,0.155092,-0.124401,0.664075,0.10742,0.110583,0.0681804,0.0799914,0.170309,0.206961,0.070592,0.152241,0.33033,0.0554563,0.15564,0.130823,0.101813
29.06,0.0834835,0.263042,1.03215,-0.0265485,0.260811,1.09439,0.104955,0.275046,1.1018,-0.0374398,0.475314,1.01149,0.194072,0.445732,1.01609,-0.0710628,0.620819,0.0622672,-0.154457,0.769615,0.088465,-0.110249,0.849005,0.146582,-0.120638,0.65805,0.103893,0.110927,0.0564533,0.0813312,0.170329,0.195369,0.0704312,0.15257,0.318729,0.054959,0.155975,0.120169,0.103407
29.07,0.0818313,0.264538,1.02966,-0.0280319,0.261677,1.09208,0.103409,0.276257,1.09939,-0.039596,0.476498,1.00991,0.192232,0.447286,1.01394,-0.068355,0.611346,0.0618132,-0.150903,0.762321,0.0831546,-0.104691,0.843713,0.134929,-0.116221,0.649439,0.100347,0.111189,0.0448284,0.0828174,0.170575,0.183913,0.070564,0.152721,0.307033,0.0543712,0.156302,0.109676,0.105371
29.08,0.0800229,0.265894,1.02735,-0.0298478,0.262858,1.08985,0.101586,0.277539,1.09711,-0.0414969,0.477764,1.00837,0.190314,0.448769,1.01193,-0.0667962,0.602201,0.0617683,-0.147332,0.754615,0.0778902,-0.0982307,0.838769,0.124947,-0.113663,0.641657,0.0980307,0.111205,0.0332842,0.0848036,0.170829,0.172545,0.0709449,0.152892,0.295385,0.0539445,0.156264,0.0994549,0.107822
29.09,0.077903,0.267272,1.02521,-0.0318494,0.264118,1.08783,0.0995757,0.278819,1.09493,-0.0434263,0.479371,1.00713,0.188502,0.45021,1.01012,-0.0668295,0.594791,0.0637882,-0.144412,0.74822,0.0719896,-0.0943059,0.835069,0.116355,-0.112981,0.636664,0.096339,0.110854,0.022478,0.0881113,0.170834,0.161464,0.0715663,0.152944,0.283833,0.0534362,0.156113,0.0894905,0.110789
29.1,0.0756637,0.268593,1.02332,-0.0339907,0.265171,1.08629,0.0975294,0.279912,1.09294,-0.045164,0.480792,1.00623,0.186756,0.451582,1.00864,-0.0680423,0.588301,0.0671221,-0.142686,0.742116,0.0663357,-0.0929342,0.832187,0.107457,-0.114055,0.632906,0.095465,0.110437,0.0123235,0.0932444,0.170802,0.150888,0.0725571,0.152975,0.272182,0.0530971,0.15566,0.0801049,0.11416
29.11,0.0734173,0.269719,1.0218,-0.0360172,0.266338,1.08539,0.0955571,0.280828,1.0913,-0.046893,0.482224,1.00571,0.18492,0.452762,1.00752,-0.0697785,0.580847,0.0702018,-0.14307,0.734429,0.0606793,-0.0929015,0.829594,0.0955995,-0.116335,0.628626,0.0948913,0.109712,0.00300477,0.0998788,0.170793,0.140661,0.0740066,0.152967,0.260481,0.0527847,0.155128,0.071031,0.118622
