timeList,torsoBackBottomX,torsoBackBottomY,torsoBackBottomZ,torsoBackLeftX,torsoBackLeftY,torsoBackLeftZ,torsoBackRightX,torsoBackRightY,torsoBackRightZ,torsoFrontLeftX,torsoFrontLeftY,torsoFrontLeftZ,torsoFrontRightX,torsoFrontRightY,torsoFrontRightZ,lFootHeelX,lFootHeelY,lFootHeelZ,lFootMidX,lFootMidY,lFootMidZ,lFootToeX,lFootToeY,lFootToeZ,lFootAnkleX,lFootAnkleY,lFootAnkleZ,rFootHeelX,rFootHeelY,rFootHeelZ,rFootMidX,rFootMidY,rFootMidZ,rFootToeX,rFootToeY,rFootToeZ,rFootAnkleX,rFootAnkleY,rFootAnkleZ
26.66,0.0505453,0.38124,1.00123,-0.0103504,0.387001,1.09465,0.0802472,0.385089,1.10194,-0.0951101,0.578404,1.03805,0.13927,0.589695,1.05565,0.0238822,0.301076,0.0779288,-0.0661555,0.41871,0.0746408,-0.0691032,0.534798,0.0563677,-0.0269264,0.348886,0.0967559,0.089785,0.5439,0.119505,0.215841,0.632761,0.0862295,0.230196,0.739093,0.0639202,0.166924,0.585666,0.132197
26.67,0.0508595,0.380683,1.00002,-0.0100303,0.386379,1.09336,0.0806516,0.384741,1.10068,-0.0952474,0.577597,1.03604,0.139015,0.589374,1.05369,0.0243923,0.289451,0.0782864,-0.0660545,0.406715,0.0747123,-0.0693015,0.523012,0.0561279,-0.0263119,0.337415,0.0973572,0.090522,0.570461,0.107167,0.216445,0.661658,0.0807579,0.230828,0.769442,0.0659739,0.167543,0.611479,0.122892
26.68,0.051235,0.380267,0.998666,-0.00970007,0.386082,1.09184,0.0810551,0.384589,1.09925,-0.0953423,0.576998,1.03398,0.138849,0.589203,1.05153,0.0250403,0.277921,0.078869,-0.0657668,0.394897,0.0746757,-0.0694175,0.510998,0.0559395,-0.0257511,0.325851,0.0980074,0.0916216,0.597363,0.0962838,0.216909,0.691043,0.0769834,0.230572,0.799752,0.069657,0.168215,0.637728,0.115076
26.69,0.0516564,0.379874,0.997113,-0.00935871,0.385789,1.09022,0.0815374,0.384328,1.09766,-0.0954382,0.576516,1.03175,0.138732,0.589204,1.04925,0.0256562,0.266336,0.0796637,-0.0656533,0.383074,0.0748176,-0.069572,0.499021,0.0557678,-0.0250513,0.314468,0.0988649,0.0930402,0.624021,0.0871174,0.217081,0.720465,0.0750309,0.229383,0.829772,0.0753415,0.169116,0.664069,0.108953
26.7,0.0518964,0.37985,0.995311,-0.0089294,0.385474,1.08837,0.0820334,0.384061,1.09575,-0.0954045,0.576127,1.02955,0.13865,0.589301,1.04689,0.0264671,0.254797,0.0804799,-0.0654529,0.371241,0.0749623,-0.0697684,0.487075,0.055571,-0.0243341,0.30315,0.0998222,0.0947859,0.64994,0.079648,0.217077,0.749404,0.0748711,0.226871,0.85884,0.0830763,0.16983,0.689914,0.10463
26.71,0.0522585,0.379943,0.993145,-0.00853106,0.385299,1.08623,0.0825724,0.383783,1.09362,-0.0952714,0.575962,1.02731,0.138659,0.589572,1.04434,0.0274228,0.243525,0.0813728,-0.0652143,0.359477,0.0751193,-0.0699236,0.475199,0.0553854,-0.0235778,0.291866,0.100876,0.0970117,0.674562,0.0740115,0.217005,0.777068,0.0760998,0.223847,0.886036,0.0925524,0.170786,0.714518,0.101829
26.72,0.0526411,0.380077,0.990802,-0.00798731,0.385265,1.08391,0.0831493,0.383509,1.09112,-0.0950411,0.576065,1.02503,0.138836,0.590025,1.04177,0.0283792,0.232306,0.0824606,-0.0649885,0.347768,0.0753217,-0.0701557,0.46328,0.0551935,-0.0227552,0.280792,0.101908,0.0994026,0.697441,0.0702775,0.216668,0.802868,0.0788436,0.220574,0.910707,0.103166,0.17196,0.737511,0.100798
26.73,0.0532017,0.380559,0.988084,-0.00734633,0.385422,1.08131,0.0837357,0.383622,1.0884,-0.0947253,0.576416,1.02267,0.139243,0.590641,1.03905,0.0291709,0.221114,0.0840515,-0.0647156,0.336121,0.0754445,-0.0703771,0.451405,0.0550165,-0.0220729,0.26982,0.103202,0.102531,0.717877,0.0684558,0.216314,0.826451,0.0833322,0.216773,0.932671,0.114495,0.173428,0.758307,0.101526
26.74,0.053858,0.381199,0.985128,-0.00657027,0.385719,1.07849,0.0845114,0.384023,1.08552,-0.0941023,0.576804,1.02027,0.139661,0.591322,1.03622,0.0297031,0.21003,0.0857205,-0.0645341,0.32466,0.0756534,-0.0705001,0.439444,0.0548314,-0.0215236,0.258859,0.10453,0.106175,0.735643,0.0679634,0.215874,0.847385,0.0893847,0.212039,0.95185,0.126022,0.174798,0.777108,0.104114
26.75,0.0547349,0.382079,0.982038,-0.00563431,0.386127,1.07555,0.0854392,0.384662,1.08251,-0.0936153,0.577243,1.01781,0.140263,0.592062,1.03339,0.0302465,0.198883,0.0877693,-0.0645208,0.313033,0.0760273,-0.0707015,0.427527,0.0546688,-0.0211145,0.24791,0.106033,0.10837,0.750669,0.0677424,0.215075,0.864562,0.0958115,0.207222,0.967154,0.137073,0.175162,0.792574,0.107118
26.76,0.0557645,0.382961,0.97904,-0.0046281,0.386536,1.07273,0.0864904,0.385373,1.07951,-0.0928828,0.577862,1.01528,0.140933,0.592817,1.03058,0.0305434,0.18773,0.090012,-0.0644204,0.301617,0.0765228,-0.0708644,0.415548,0.0545147,-0.0207807,0.237101,0.107705,0.107616,0.762122,0.0668231,0.214019,0.875634,0.0998975,0.20449,0.976558,0.146052,0.173929,0.802832,0.10852
26.77,0.0568646,0.383654,0.976293,-0.00358452,0.387129,1.06979,0.0875852,0.386053,1.07665,-0.0923554,0.578537,1.0128,0.141591,0.593511,1.02766,0.0308361,0.176502,0.0927305,-0.0643408,0.289982,0.0769377,-0.0709941,0.403598,0.0544012,-0.0206013,0.226338,0.109566,0.103902,0.768925,0.0650999,0.213486,0.879555,0.0990946,0.205107,0.979833,0.150577,0.171736,0.807128,0.106889
26.78,0.0579893,0.384331,0.973872,-0.00254738,0.387874,1.06723,0.0885887,0.386507,1.07423,-0.0916349,0.579241,1.01028,0.142285,0.594031,1.02486,0.0307254,0.165561,0.0957794,-0.0646025,0.278648,0.0773638,-0.0711462,0.391703,0.0543227,-0.0206899,0.215744,0.111771,0.0994531,0.770035,0.0630226,0.212125,0.878367,0.0926969,0.208185,0.977348,0.147952,0.16915,0.806166,0.102597
26.79,0.0590026,0.385181,0.971736,-0.0015556,0.388928,1.06489,0.089428,0.386938,1.07202,-0.0907982,0.579947,1.00785,0.143142,0.594674,1.02227,0.0301905,0.154732,0.0992996,-0.0649494,0.267406,0.0781226,-0.071331,0.379727,0.0541836,-0.0212316,0.205452,0.114316,0.0957527,0.765601,0.0614081,0.210894,0.872502,0.085115,0.212446,0.971304,0.137961,0.167018,0.801192,0.0975818
26.8,0.0598903,0.38623,0.969592,-0.000633991,0.390445,1.06288,0.0901902,0.387749,1.07014,-0.0897212,0.581004,1.00549,0.144307,0.595558,1.02002,0.0296086,0.144102,0.103392,-0.0653373,0.256231,0.0788088,-0.0714078,0.367765,0.0540729,-0.0218709,0.195143,0.117253,0.0933411,0.757429,0.0611776,0.21013,0.863147,0.0808795,0.212501,0.964502,0.123596,0.165684,0.793657,0.0949344
26.81,0.0607733,0.387472,0.967388,0.000245082,0.392081,1.06092,0.0910598,0.388897,1.068,-0.0884931,0.582346,1.00333,0.145749,0.596768,1.01819,0.028961,0.133748,0.108446,-0.0659512,0.24521,0.0797763,-0.0715144,0.355992,0.0540344,-0.0224822,0.185346,0.120672,0.0900374,0.750348,0.0606055,0.209234,0.854505,0.0752139,0.211524,0.959377,0.111532,0.163721,0.784661,0.0914206
26.82,0.0617376,0.389,0.965123,0.0012809,0.39398,1.05891,0.0920808,0.390423,1.06588,-0.087122,0.584036,1.0015,0.147345,0.598289,1.01655,0.0284001,0.12428,0.114045,-0.0665062,0.234679,0.0810806,-0.0716743,0.344147,0.0539924,-0.0232589,0.176037,0.124661,0.0870072,0.744339,0.061382,0.207812,0.846926,0.070659,0.212711,0.952528,0.100594,0.161426,0.778042,0.088323
26.83,0.0629619,0.391198,0.962711,0.00260565,0.395725,1.05703,0.0933452,0.39259,1.06356,-0.0857002,0.585869,0.999813,0.14905,0.600195,1.01518,0.028103,0.115152,0.120848,-0.0671013,0.224397,0.0826514,-0.0721244,0.332424,0.0543383,-0.0237264,0.167239,0.129252,0.0854621,0.73821,0.0634885,0.205049,0.840932,0.067451,0.211898,0.947686,0.0912521,0.159617,0.772768,0.0870638
26.84,0.0646115,0.393432,0.960622,0.00419356,0.397302,1.05507,0.0950058,0.394887,1.06146,-0.084393,0.587782,0.998721,0.150525,0.602481,1.01404,0.0279722,0.107234,0.128513,-0.0676829,0.214482,0.0846295,-0.0723591,0.320159,0.0541062,-0.0242401,0.159255,0.134521,0.0852833,0.730747,0.0656845,0.204653,0.833398,0.067583,0.210288,0.943563,0.0802616,0.159993,0.767866,0.0873918
26.85,0.0667776,0.395718,0.959207,0.00613019,0.399124,1.05342,0.0968676,0.397004,1.05978,-0.0831113,0.589553,0.99801,0.151657,0.60512,1.01341,0.02786,0.100289,0.137716,-0.0699706,0.205085,0.0871666,-0.0725045,0.308267,0.054235,-0.0248308,0.152048,0.140712,0.085403,0.721859,0.0671064,0.201854,0.826282,0.0666125,0.20833,0.938087,0.0713597,0.160323,0.76191,0.0875781
26.86,0.0692288,0.398055,0.958758,0.00810716,0.40106,1.05252,0.0989357,0.398532,1.05931,-0.0818546,0.59125,0.997891,0.152823,0.607534,1.01337,0.0277324,0.0951664,0.147974,-0.0693327,0.196389,0.0899458,-0.0726037,0.296255,0.0545058,-0.0257718,0.146316,0.147903,0.08552,0.711634,0.0678662,0.200803,0.816256,0.066744,0.206304,0.928247,0.0702358,0.160495,0.753711,0.088244
26.87,0.0715412,0.400024,0.959363,0.00994682,0.402648,1.05261,0.100998,0.399739,1.06002,-0.0803883,0.592815,0.998266,0.154147,0.609729,1.01396,0.0277207,0.0923227,0.159505,-0.0709058,0.187216,0.0926477,-0.072731,0.284179,0.0549022,-0.0266761,0.142093,0.156065,0.0858747,0.700597,0.0684454,0.201159,0.804778,0.0666385,0.206339,0.917286,0.0685509,0.16066,0.743768,0.0888394
26.88,0.0734488,0.401693,0.960865,0.0117771,0.404028,1.05366,0.102823,0.400776,1.06151,-0.0784909,0.5944,0.999142,0.155688,0.611569,1.01533,0.027895,0.0923893,0.171942,-0.0702578,0.181137,0.0966287,-0.0727098,0.271938,0.0553522,-0.0277715,0.14004,0.164644,0.0862539,0.689151,0.0689551,0.201217,0.793458,0.0667108,0.206538,0.905311,0.0667144,0.161078,0.733449,0.0895042
26.89,0.0751061,0.403144,0.962573,0.0134394,0.405228,1.05524,0.104589,0.401843,1.06319,-0.0764241,0.595781,1.00065,0.157631,0.612918,1.01731,0.0279064,0.0954161,0.18503,-0.0704095,0.175343,0.100308,-0.0725487,0.25959,0.0555023,-0.0286702,0.140362,0.172544,0.0865048,0.677357,0.069291,0.201119,0.78191,0.0668101,0.207313,0.893248,0.0652859,0.161141,0.722799,0.0898603
26.9,0.0766739,0.404367,0.96438,0.0150885,0.406678,1.05691,0.106184,0.402954,1.06473,-0.0739657,0.596907,1.00262,0.160026,0.613917,1.01986,0.0272411,0.101648,0.198314,-0.0711786,0.170306,0.10396,-0.0722687,0.2474,0.0549159,-0.0311164,0.141862,0.182158,0.0866908,0.665566,0.0694027,0.201203,0.770031,0.0668617,0.207802,0.881349,0.0646182,0.16102,0.711144,0.0902303
26.91,0.0781842,0.405584,0.966135,0.0166952,0.407763,1.05874,0.107745,0.404137,1.06641,-0.0713205,0.597787,1.00488,0.162448,0.615228,1.02262,0.0256098,0.110665,0.21155,-0.0718835,0.167285,0.108817,-0.0726333,0.237855,0.0538316,-0.0335094,0.1469,0.190771,0.0867643,0.653618,0.0694488,0.201156,0.758097,0.0669089,0.207673,0.869685,0.0644463,0.160799,0.699516,0.0902893
26.92,0.0798082,0.406391,0.968107,0.0182737,0.40829,1.06064,0.109306,0.405585,1.06823,-0.0685879,0.598175,1.00725,0.164942,0.61626,1.02542,0.0239536,0.121457,0.225183,-0.0720531,0.167042,0.116217,-0.0736415,0.231472,0.0533394,-0.0355229,0.153674,0.199774,0.0868953,0.641668,0.0694732,0.201214,0.746126,0.0668903,0.207696,0.857938,0.0642478,0.160398,0.687969,0.0900946
26.93,0.0815494,0.406876,0.970289,0.0199104,0.408337,1.06275,0.110855,0.406953,1.07039,-0.0660753,0.597994,1.00963,0.167544,0.616769,1.02799,0.0228775,0.134449,0.239281,-0.0720827,0.16926,0.125903,-0.0751887,0.226336,0.0531038,-0.0367353,0.162795,0.209688,0.0868939,0.629703,0.0696451,0.201273,0.73414,0.0669192,0.207921,0.84586,0.0638558,0.16047,0.675918,0.0904335
26.94,0.0835532,0.406984,0.972685,0.0214583,0.408726,1.06477,0.112575,0.407901,1.07283,-0.0641293,0.597478,1.01203,0.169591,0.617506,1.03068,0.0220497,0.149255,0.253189,-0.0720309,0.173325,0.13698,-0.0767887,0.221842,0.0533761,-0.0375322,0.173162,0.220343,0.087075,0.617621,0.0697293,0.201473,0.722007,0.0669271,0.208238,0.833768,0.0635624,0.160428,0.66395,0.090594
26.95,0.0856643,0.406933,0.975222,0.023167,0.408283,1.06702,0.114155,0.409045,1.07546,-0.0625214,0.59663,1.01441,0.171044,0.618528,1.03335,0.0212307,0.16563,0.265794,-0.0719993,0.178844,0.148266,-0.0781534,0.217873,0.0537577,-0.0380488,0.184669,0.231031,0.0871399,0.605425,0.0698486,0.201619,0.709854,0.0669253,0.208335,0.821758,0.063393,0.160463,0.651908,0.0907094
26.96,0.0880652,0.406575,0.97795,0.0250627,0.407803,1.0694,0.116072,0.409452,1.07834,-0.0615736,0.595494,1.01678,0.172083,0.619287,1.03587,0.0210569,0.183237,0.276376,-0.0723924,0.186731,0.158586,-0.0792085,0.214704,0.0541572,-0.0389537,0.197732,0.240707,0.0873798,0.59321,0.0699529,0.20181,0.697612,0.066881,0.208497,0.809602,0.0633455,0.16049,0.639775,0.0908153
